-2.925,7.77,0.15,0,0,0
-3.3,0.25,0.166666667,1.478397764,18.07358292,3.183412025
-3.3,0.655,0.5,0.4891462314,12.55507345,2.341382355
-3.9,0.75,0.31,1.890726265,13.54167469,2.874270399
-3.9,0.15,0.51,12.12726069,16.18376761,3.851261913
-3.9,0.655,0.433333333,13.05605881,21.61830046,5.169585341
-3.9,0.13,0.82,14.40950586,19.45579715,4.865741571
-4.4,0.12,0.4,26.95054677,13.81655728,3.158765252
-4.15,0.854,0.35,33.65319785,26.59876821,6.943689682
-1.1,0.17,0.31,54.39311076,17.70589826,3.995974064
0.6,0.25,0.25,69.03717868,15.41316052,3.68894773
0.6,0.95,0.5,139.8994295,15.22969489,3.547214413
0.6,0.13,0.351,128.4047529,16.32766356,3.7891255
0.6,0.64,0.166666667,108.2547765,15.15236215,3.396961608
0.6,0.352,0.25,122.8834791,16.02726197,3.747944982
0.3,0.62,0.1,92.05778716,13.54171523,2.927687962
0.6,0.11,0.2,74.06432216,12.0383236,2.334449119
0.3,0.052,0.5,85.24691666,12.13118216,2.527988634
0.6,0.13,0.15,95.42231842,10.95151788,1.975012803
0.6,0.12,0.8,101.7916176,13.16286189,2.57369345
0.6,0.853,0.15,75.85224893,10.58954589,1.90583761
0.6,0.13,0.5,93.08908222,10.36778762,1.748429255
-0.3,0.64,0.15,172.819998,10.30911962,2.002247995
-1.1,0.13,0.433333333,96.05505822,10.9423402,2.174547776
-1.1,0.65,0.101,84.42806435,11.72549867,2.449803004
-1.266666667,0.75,0.1,31.4211152,12.54929507,2.59470302
-1.7,0.76,0.3,20.4327772,16.42659757,4.131680629
-1.7,0.26,0.933333333,23.93375711,22.70318828,5.804247958
-1.7,0.76,0.251,22.78398546,23.64076328,5.982297233
-2.1,0.78,0.25,13.24316279,21.23712326,5.132558313
-2.2,0.86,0.5,17.53323338,18.77649322,4.782226776
-2.333333333,0.77,0.3,33.77600383,23.18245749,5.890393622
-2.9,0.7333333339,0.6,41.27171089,23.52313366,5.884928383
-2.9,0.39,0.15,67.50546302,14.99964999,3.090798744
-2.8,0.39,0.31,86.9956751,15.99466557,3.405319799
-3.3,0.38,0.7333333331,131.0828825,17.11309045,3.601584164
-3.95,0.758,0.3,110.0928217,15.28412297,3.245109968
-4.1,0.28,0.9666666672,92.55292674,14.63187956,2.955685016
-4.5,0.9333333338,0.166666667,96.9691289,16.15462191,3.41589667
-5.6,0.258,0.13,100.353762,15.90131752,3.433228717
-6.15,0.758,0.15,110.6196469,13.03203333,2.396248508
-7.2,0.58,0.15,111.4999318,11.8924405,1.909893019
-7.8,0.28,0.150005,140.7884004,11.29149618,1.854647657
-8.35,0.58,0.200000003,131.3555553,11.48263198,1.955910167
-9.2,0.7666666678,0.3,103.8682241,11.61949504,1.979214473
-11.7,0.59,0.31,113.3031515,11.84459908,2.135692948
-11.7,0.38,0.25,145.4541204,11.65204948,1.949427285
-11.1,0.759,0.75,113.9829566,12.04564259,2.108098359
-11.05,0.9666666671,0.1,69.24566737,12.64054783,2.487693159
-11.6,0.39,0.35,35.90409805,11.31387068,2.19665223
-11.05,0.81,0.5,20.69938389,15.71664329,3.279223136
-10.66666667,0.811,0.5,15.05848168,17.30927785,3.945242574
-9.8,0.31,0.0666666671,4.597034822,28.29440455,8.103163267
-8.3,0.559,0.152,3.580647526,42.87671098,10.79600902
-7.8,0.311,0.4,9.304975891,21.16869678,5.98455079
-7.8,0.313,0.151,16.5695303,16.32518444,3.783283778
-7.8,0.212,0.15,25.05530666,13.22143402,2.659670565
-8.9,0.111,0.901,35.86177113,16.23834013,3.796653933
-9.15,0.133333339,0.15,56.69383766,13.97233725,2.867556921
-10,0.4333333339,0.25,57.10743078,17.45975839,3.796688542
-10.6,0.38,0.251,62.72313926,19.2796389,4.405675717
-10.6,0.2109,0.1,63.5103966,15.39670951,3.504072327
-11.1,0.89,0.1,110.9759088,14.63537544,3.038277649
-12.2,0.89,0.3,114.4797559,13.15755372,2.605492588
-12.2,0.37,0.766666667,108.7369577,12.28292744,2.007965798
-12.2,0.27,0.166666667,138.0047604,13.0365797,2.206839611
-12.2,0.26,0.51,147.2338784,12.5717403,1.964699562
-12.75,0.154,0.36,135.7051278,11.51079749,1.591933209
-13.9,0.13,0.3,95.26899,12.57198288,2.10082549
-13.3,0.64,0.15,118.1457325,11.88642837,2.047618232
-13.05,0.14,0.9254,148.6841679,11.25639777,1.849773323
-12.8,0.12,0.67514,158.0644899,10.86259132,1.864097818
-12.2,0.62,0.4,106.5461877,11.4526496,2.123173925
-12.2,0.351,0.15,54.50973855,12.79515531,2.756266385
-9.4,0.52,0.225,36.16760055,15.07528393,3.17968103
-7.8,0.11,0.54,29.03638243,19.26143693,4.945192104
-7.25,0.050003,0.65,15.17616765,19.92756005,4.984099263
-5.6,0.63,0.666666667,7.692414687,24.88043647,6.556959412
-5,0.64,0.15,13.67623473,15.59383794,3.924420132
-4.7,0.14,0.3,24.46004179,18.09640893,4.321491395
-4.4,0.65,0.3,49.76359155,13.98230591,3.173487573
-3.9,0.74,0.751,76.64669739,14.04061734,3.112281583
-3.6,0.44,0.5,119.05773,12.82983072,2.683488497
-3.9,0.12,0.82,128.2005939,14.15573857,2.975689988
-2.8,0.62,0.15,116.408424,13.46645298,2.482393503
-2.25,0.052,0.333333333,92.25114302,14.31066286,2.653322704
-2.2,0.65,0.653,99.13433265,17.02753642,3.327187304
-1.1,0.76,0.52,101.619375,15.35647131,2.944927698
-1.65,0.25,0.3751,85.68520629,14.34430642,2.840589893
-2.925,0.75,0.3333333332,97.8922693,11.66479719,1.970063798
-3.3,0.15,0.2333333331,118.2960501,11.04036992,1.849492463
-3.6,0.14,0.3040007,118.2814804,11.31147919,1.84262745
-2.2,0.64,0.75,91.24355265,12.37038228,2.097407145
-3.3,0.64,0.152,108.3682052,11.11912105,1.879077767
-2.833333333,0.12,0.7503,149.3563991,12.43337505,2.184884249
-1.7,0.61,0.0500000003,163.4649502,11.65648553,2.100392807
-1.1,0.51,0.05,97.26450168,12.82639889,2.57302238
-0.925,0.52,0.1,63.61754897,14.97296477,3.148070832
-0.6,0.6,0.15,60.37571281,15.24070109,3.510426268
0.8666666671,0.3751,0.351,48.16511262,16.29537581,4.095685645
0.051,0.5,0.61,31.54219072,21.00566171,5.428096327
0.11,0.52,0.3,19.02103532,23.75213768,6.145631687
0.72,0.12,0.1666666671,13.72886066,21.02703969,5.673863345
0.22,0.853,0.15,28.73171305,20.11479582,5.005413372
0.3333333333,0.12,0.25,56.88540489,15.92631725,3.614790488
0.953,0.62,0.251,82.57677161,13.9128222,3.051089029
0.33,0.7666666674,0.65,142.1515456,14.62104331,3.201293262
0.9333333337,0.12,0.15,162.6227872,15.2465289,3.091846531
0.17,0.7666666672,0.233333333,130.5894991,16.02338402,3.231365201
0.9666666678,0.64,0.22,68.0883997,17.57539076,3.775157327
0.99,0.66,0.225,95.2271221,16.35714786,3.357651782
0.3666666671,0.6666666678,0.55,125.9694232,15.35338691,3.177035483
0.851,0.29,0.15,109.8095143,17.25000855,3.773783647
0.866666671,0.2666666679,0.1,118.3760992,13.85900889,2.882931457
0.729,0.551,0.24,121.3878774,12.85540105,2.460998197
0.29,0.38,0.25,118.9875199,11.43948494,2.294737291
0.41,0.7333333331,0.333333333,109.5460537,11.53137961,2.180071131
0.333333331,0.8117,0.5,124.0436427,11.54112861,2.240456842
0.68,0.76,0.15,88.23973664,11.10295689,2.160013657
0.9666666678,0.79,0.233333333,62.84855894,11.44987767,2.266053872
0.7333333337,0.612,0.3,54.60998906,11.65429741,2.502458108
0.27,0.48,0.55,28.00045691,16.49508107,2.739663005
